,FRA_ARCID,FROM_FRA_N,TO_FRA_NOD,STATE_FIPS,STATE_FI_1,CNTY_FIPS,STATE_CNTY,STATE_ABRV,FRA_DIST_C,FRA_DIST,RR_OWNR_1,RR_OWNR_2,RR_OWNR_3,TRACK_RIGH,TRACK_RI_1,TRACK_RI_2,TRACK_RI_3,TRACK_RI_4,TRACK_RI_5,TRACK_RI_6,TRACK_RI_7,TRACK_RI_8,DIV,SUBDIV,BRNCH,YARDNAME,PASSGR_CD,PASSGR,STRTGC_NTW,STRTGC_N_1,TRACKS,NET_CD,RR_TYPE,MILES,KM,RR_STATUS,RR_COMPANY,RR_NBR,RR_ABRVN,RR_CLASSIF,geometry
6686,444030,368853,368921,48,TX,201,48201,TX,5,District: 5,UP,,,,,,,,,,,,HOUSTON,TERMINAL,#N\A,,,,,,1,M,Main sub network,1.26156789,2.03030078,Active,Union Pacific,66,UP,F,"LINESTRING (-95.44658625199999 29.668896665000013, -95.44656195499992 29.668720095000022, -95.44652963699997 29.668485236000027, -95.44649534299997 29.668337506000057, -95.44647668199995 29.668257114000028, -95.44646518899997 29.668207616000068, -95.44638966199996 29.667955850000048, -95.44637891599994 29.66792003200005, -95.44637595499997 29.667910167000052, -95.44631805999994 29.66776301200002, -95.44627818399994 29.667661664000036, -95.44625722199997 29.667608386000037, -95.44625697599999 29.667607760000063, -95.44611816699994 29.66731031000006, -95.44594465399994 29.666993031000064, -95.44589650799998 29.666920813000036, -95.44575626999993 29.666710454000047, -95.44562991299993 29.66653987300002, -95.44555796999998 29.666442749000034, -95.44532000899994 29.666160172000033, -95.44516721999997 29.66600470200006, -95.44514663299998 29.66598375400002, -95.44508732299992 29.66592340200003, -95.44503743199994 29.665872637000053, -95.444710237 29.665595017000033, -95.44466559799997 29.665557406000058, -95.44390478999998 29.664916394000038, -95.44291562399997 29.664082982, -95.44264263499997 29.663855212000044, -95.44233286999997 29.663596757000054, -95.44129947899994 29.662734542000074, -95.44042339999999 29.661988377000057, -95.44032236499999 29.66190232200007, -95.43999565899996 29.66162406300003, -95.43946024899998 29.66117293100006, -95.43917271399994 29.660939929000058, -95.43916664199998 29.66093557700003, -95.43916413799998 29.660933783000065, -95.43887526499996 29.66072675600002, -95.43860130699994 29.660553730000057, -95.43859268699997 29.660548286000054, -95.43830040299997 29.66039328700002, -95.43826549299995 29.66037477400005, -95.43793333899998 29.660211177000065, -95.43787481399994 29.660187766000032, -95.43775881299995 29.660141366000058, -95.43767376699998 29.660107347000054, -95.43758631599995 29.660072366000065, -95.43721946099998 29.659948430000032, -95.43710633899997 29.659916108000058, -95.43709525799994 29.65991294200005, -95.43707834599996 29.659908111000064, -95.43683773399992 29.659839364000057, -95.43644609199997 29.659755087000043, -95.43638961099998 29.659746615000063, -95.43615520199995 29.65971145400005, -95.43604949199994 29.659695598000024, -95.43588911399996 29.659680629000036, -95.43567767999996 29.65966089500006, -95.43534380699998 29.659656920000028, -95.435261251 29.659655937000032, -95.43511736099997 29.659657881000033, -95.43498241499998 29.659659705000035, -95.43489439599995 29.65966089500006, -95.43449779699993 29.659695598000024, -95.43424134699994 29.659729180000053, -95.43408358099997 29.659749840000057, -95.43408136599997 29.65975013000008, -95.43387028399995 29.65979234600008, -95.43365998099995 29.659834407000066, -95.43324850699996 29.65992364300007, -95.43232588099994 29.660135327000027, -95.43227339699995 29.660147369000057, -95.43210332599995 29.660186389000035, -95.43129525399996 29.66037477400005, -95.43085756499993 29.660471534000077, -95.43068114299996 29.66051053500006)"
6688,444134,368951,368958,48,TX,201,48201,TX,5,District: 5,UP,,,,,,,,,,,,HOUSTON,NAVASOTA,#N\A,,,,,,1,M,Main sub network,0.2274091,0.36598021,Active,Union Pacific,66,UP,F,"LINESTRING (-95.42046698399997 30.08139202600005, -95.42015669999994 30.081419201000063, -95.41968169999994 30.081471199000063, -95.41902569999995 30.081749200000047, -95.41836970099995 30.082317201000034, -95.41806469899994 30.082897200000044, -95.41804523199993 30.083433368000048)"
6689,444135,369400,369445,48,TX,201,48201,TX,5,District: 5,UP,,,BNSF,,,,,,,,,,PALESTINE,,,,,,,2,M,Main sub network,0.29697189,0.47793089,Active,Union Pacific,66,UP,F,"LINESTRING (-95.35271077999992 29.822074527000034, -95.35258684299997 29.821648182000033, -95.35253222199997 29.821484319000035, -95.35249760799996 29.821380478000037, -95.35237367099995 29.82112268900005, -95.35228688899997 29.82098204300006, -95.35222990299995 29.82088968500005, -95.35214482599996 29.82078933700006, -95.35209123299994 29.820726125000064, -95.35208013999993 29.820713041000058, -95.35203656099998 29.820661640000033, -95.35177877099994 29.82042368000003, -95.35150618199998 29.820230989000038, -95.35149123599994 29.82022042500005, -95.35120370199996 29.82006178300002, -95.35092999699997 29.819953106000057, -95.35086659299996 29.819927932000045, -95.35052948299995 29.81983373900004, -95.35034626899993 29.819809156000073, -95.35026258799996 29.819797928000064, -95.34990714799994 29.819768553000067, -95.34988917599996 29.819768338000067, -95.34979514399997 29.819767218000024, -95.34975507899998 29.819766741000038, -95.34955285499996 29.81976433500005, -95.34917332799994 29.81976610700008)"
6690,444136,369414,369456,48,TX,201,48201,TX,5,District: 5,UP,,,BNSF,KCS,,,,,,,,,HOUSTON EAST BELT,,,,,,,2,M,Main sub network,0.25973521,0.41800414,Active,Union Pacific,66,UP,F,"LINESTRING (-95.35160680499996 29.817648372000058, -95.35140108199994 29.81816165800005, -95.35140099999994 29.818162000000026, -95.35130599899998 29.81839400100005, -95.35114999999996 29.818651000000038, -95.35093700099998 29.818906001000066, -95.35078399999996 29.81904800000005, -95.35053299999997 29.819231000000052, -95.35031630899994 29.819362778000034, -95.35002877499994 29.819496628000014, -95.34972973899994 29.81960756100005, -95.34972141099995 29.81961065200005, -95.34948198399996 29.819675113000066, -95.34946362099998 29.81968005800007, -95.34917061799996 29.81972604600002, -95.34882410399996 29.819749462000047, -95.34849195199995 29.819769291000053)"
6691,444137,369385,369414,48,TX,201,48201,TX,5,District: 5,BNSF,,,,,,,,,,,,HOUSTON,HOUSTON (BNSF),#N\A,,,,,,2,M,Main sub network,0.24286583,0.39085545,Active,BNSF Railway,15,BNSF,F,"LINESTRING (-95.35445204699992 29.81969947000004, -95.35428197699996 29.819686534000013, -95.35412639999997 29.81967470100005, -95.35388387599994 29.81965625400004, -95.35384249199994 29.819650343000024, -95.35367208899999 29.819626001000074, -95.35367002499999 29.819625705000075, -95.35348672199994 29.81958293300006, -95.35332762499995 29.819545501000043, -95.35327897899997 29.819534055000076, -95.35310789899995 29.81946073300002, -95.35291237699995 29.819369083000016, -95.352864949 29.81934177600003, -95.35277998599997 29.81929285700004, -95.35271074499997 29.81925299100004, -95.35269678499996 29.81924339300008, -95.35251522299995 29.819118569000064, -95.35232581099994 29.818959708000076, -95.35230137899998 29.818934167000055, -95.35227371599994 29.818905245000053, -95.35223904799993 29.818869001000053, -95.35219138899998 29.818819176000023, -95.35207529999997 29.818690865000057, -95.35196531899997 29.818519783000045, -95.35194129299998 29.818475738000046, -95.35192998899997 29.818455013000058, -95.35191179699994 29.818421664000006, -95.35185533599997 29.818318153000067, -95.35179106899994 29.81815501200002, -95.35178594599995 29.81814200500002, -95.35177590399996 29.818116518000075, -95.351752268 29.818051081000064, -95.35166078799993 29.81779782200004, -95.35160680499996 29.817648372000058)"
6692,444139,369428,369447,48,TX,201,48201,TX,5,District: 5,UP,,,BNSF,,,,,,,,,HOUSTON,HOUSTON WEST BELT TRK#2,#N\A,,,,,,1,M,Main sub network,1.91534408,3.08245368,Active,Union Pacific,66,UP,F,"LINESTRING (-95.35042277299998 29.812898401000034, -95.35027965299996 29.81217786400003, -95.35025905599997 29.812020575000073, -95.35024669299999 29.81192617000005, -95.35023717499995 29.811650153000073, -95.35023717499995 29.811383653000064, -95.35026572699996 29.811136189000027, -95.35040849599993 29.81024151100006, -95.35044656799994 29.80991790500008, -95.35045334799997 29.809809426000072, -95.35046560299998 29.80961333400006, -95.35046560299998 29.809337317000015, -95.35043705099996 29.807976265000033, -95.35036412099997 29.80485715000004, -95.35031331799996 29.80268434400005, -95.35026943799994 29.800834050000038, -95.35025620999993 29.800276329000038, -95.35024669299999 29.80001934800004, -95.35022630699994 29.799829071000044, -95.35021813899998 29.799752850000054, -95.35017054999997 29.799505383000046, -95.35015302599997 29.799430283000046, -95.35010392499998 29.79921984900005, -95.35002778299997 29.798953349000037, -95.34988501399994 29.798572635000024, -95.34985776499995 29.798499342000074, -95.34960899599997 29.797830243000075, -95.34949478399993 29.797430493999993, -95.34943767499999 29.797144959000036, -95.34940912299999 29.79694508400007, -95.34940054299994 29.79685499800007, -95.34939008599996 29.796745209000058, -95.34938945099998 29.796736314000043, -95.34937105099998 29.796478710000013, -95.34935201599994 29.79550788900007, -95.34932346099998 29.79387082000005, -95.34931678199996 29.793600316000038, -95.34928539399999 29.792329060000036, -95.34919021199994 29.787046527000033, -95.34913072699997 29.78584965700002, -95.34899747599995 29.785226239000053)"
6693,444165,369607,369595,48,TX,201,48201,TX,5,District: 5,UP,,,BNSF,,,,,,,,,,HOUSTON WEST BELT,,,,,,,1,M,Main sub network,0.24756261,0.3984142,Active,Union Pacific,66,UP,F,"LINESTRING (-95.32735510499998 29.697480299000066, -95.32723711599999 29.696966039000074, -95.32707055299993 29.69637593300007, -95.32705390399997 29.69629453800008, -95.32703133499996 29.696184201000037, -95.32702772299994 29.69616654000003, -95.32701820499994 29.696004737000063, -95.32704199999995 29.695800103000067, -95.32704830899996 29.69577346600006, -95.32708482999999 29.695619264000072, -95.32715400899997 29.695459060000076, -95.32717524999997 29.69540987200001, -95.32729422299995 29.695229033000018, -95.32732775599997 29.69518776200004, -95.32741795499997 29.695076748000055, -95.32758219899993 29.694935314000073, -95.32758927599996 29.694929221000024, -95.32779866899995 29.694772176000075, -95.32782185199994 29.694756581000046, -95.32803818999996 29.69461104300007, -95.32806040999999 29.69459609600005, -95.32821089199996 29.69449064000002, -95.32825080699995 29.69446266900006, -95.32836260099998 29.69438432400006)"
6694,444170,369393,369415,48,TX,201,48201,TX,5,District: 5,UP,,,BNSF,KCS,,,,,,,,HOUSTON,TERMINAL,#N\A,HARDY STREET,,,,,1,M,Main sub network,0.1293189,0.20811901,Active,Union Pacific,66,UP,F,"LINESTRING (-95.35343410099993 29.771681109000045, -95.35230195699995 29.77216127200005, -95.35149861299999 29.77250198500006)"
6695,444259,370173,370405,48,TX,201,48201,TX,5,District: 5,UP,,,,,,,,,,,,HOUSTON,TERMINAL,#N\A,ENGLEWOOD,,,,,1,M,Main sub network,1.50379538,2.42012892,Active,Union Pacific,66,UP,F,"LINESTRING (-95.28856033999993 29.796819905000063, -95.28855914599995 29.796838723000057, -95.28854130599994 29.797119717000037, -95.28851275099998 29.797333868000056, -95.28845088399997 29.797514707000044, -95.28834143099994 29.797695546000046, -95.28829190499994 29.79775037800005, -95.28820818099996 29.797843072000017, -95.28734050399997 29.798670464000054, -95.28687568099996 29.799113704000025, -95.28672007099999 29.79926245100005, -95.28655207599996 29.799423035000064, -95.28625702299995 29.799675259000026, -95.28610473699996 29.79979899100004, -95.28596196999996 29.799908444000025, -95.28569373799995 29.800079989000036, -95.28504447799997 29.80035280600003, -95.28465424499996 29.80051460900006, -95.27983189999998 29.802510299000076, -95.27805589999997 29.803251300000053, -95.27591189899994 29.804203300000033, -95.27407711299999 29.805126636000068, -95.27390489999999 29.805213300000045, -95.27207689999993 29.806028299000037, -95.27051548899998 29.806715484000055, -95.26956251399997 29.807122372000034, -95.26913421199997 29.807300831000074, -95.26867021699995 29.807514983000036, -95.26819551399994 29.80779338000007, -95.26777108099998 29.808112364000074)"
6696,444260,370405,370471,48,TX,201,48201,TX,5,District: 5,UP,,,,,,,,,,,,HOUSTON,TERMINAL,#N\A,ENGLEWOOD,,,,,1,M,Main sub network,0.37512592,0.60370786,Active,Union Pacific,66,UP,F,"LINESTRING (-95.26777108099998 29.808112364000074, -95.26754018299992 29.808265112000072, -95.26740217399998 29.808346012000076, -95.26714995099996 29.80847450500005, -95.26502747199999 29.80937394200003, -95.26468007099999 29.80955002000007, -95.26448019599997 29.80965471800005, -95.26436972199996 29.809708527000048, -95.26417580799995 29.809802979000025, -95.26343986299997 29.810118083000066, -95.26321716899997 29.810213432000065, -95.26315896399996 29.810241807000075, -95.26226967599995 29.810675305000075)"
6746,445257,370694,370707,48,TX,201,48201,TX,5,District: 5,UP,,,BNSF,PTRA,,,,,,,,HOUSTON,STRANG,#N\A,,,,,,1,M,Main sub network,0.23685286,0.3811785,Active,Union Pacific,66,UP,F,"LINESTRING (-95.22230054499992 29.71606555800002, -95.22149078899996 29.716073543000046, -95.22021407799996 29.716086135000065, -95.21915217399999 29.71609660700005, -95.21836136299997 29.716104407000046)"
6747,445258,370707,370750,48,TX,201,48201,TX,5,District: 5,UP,,,BNSF,PTRA,,,,,,,,HOUSTON,STRANG,#N\A,,,,,,1,M,Main sub network,0.84003888,1.35191423,Active,Union Pacific,66,UP,F,"LINESTRING (-95.21836136299997 29.716104407000046, -95.21804840899993 29.71610749100006, -95.21751741299994 29.71611272800004, -95.21680787199995 29.716119727000038, -95.21631250599995 29.716124611000044, -95.21586746299992 29.71612900000002, -95.21531268999995 29.716134471000018, -95.21520793199994 29.716135504000082, -95.21371861199998 29.71615019100005, -95.21239658299997 29.716163229000077, -95.21171561499995 29.716169945000026, -95.21096707699996 29.716177327000015, -95.20996955699997 29.71618716400007, -95.20980382199997 29.716188799000072, -95.20972995899994 29.716189527000047, -95.20917499999996 29.716195000000035, -95.20913078199999 29.716197122000032, -95.20879361999992 29.716213303000067, -95.20870945199992 29.716223103000047, -95.20847266399994 29.716250676000076, -95.20838400099994 29.71626100000004, -95.20828372899996 29.716281827000046, -95.20822248499996 29.71629454800007, -95.20811603799994 29.716316658000018, -95.20797849699993 29.716345227999994, -95.20791700099994 29.716358000000074, -95.20758166199994 29.716460621000056, -95.20750200099997 29.716485000000024, -95.20747695699997 29.71649542700003, -95.20732388199995 29.716559155000017, -95.20720844899996 29.716607213000014, -95.20687577399997 29.716760579000027, -95.20670482799994 29.71685341000006, -95.20660221899999 29.71690913200007, -95.20657299999998 29.716925000000064, -95.20637082099994 29.717059324000036, -95.20629042599995 29.717112737000022, -95.20626416199997 29.717133164000074, -95.20626217799997 29.717134708000035, -95.20625817699994 29.71713782100004, -95.20603344499993 29.71731261200005, -95.20594110699993 29.717393881000078, -95.20592749499997 29.717405860000024, -95.20591976899999 29.71741266000003, -95.20571134599999 29.717596095000033, -95.20557798299996 29.71771346900005, -95.20544554799993 29.71783002400007, -95.20521832499996 29.718030005000074, -95.20510497199994 29.718122396000055)"
6760,445329,371108,371173,48,TX,201,48201,TX,5,District: 5,UP,,,,,,,,,,,,HOUSTON,STRANG,#N\A,,,,,,1,M,Main sub network,0.44975034,0.72380445,Active,Union Pacific,66,UP,F,"LINESTRING (-95.15656797999996 29.719525069000035, -95.15601099999996 29.719529999000027, -95.15550491099997 29.71953940900005, -95.15525799899994 29.71954400000005, -95.15429701199996 29.71960143100004, -95.15400299899994 29.71961900000001, -95.15320363499994 29.71962441600005, -95.14949641499997 29.71964953900005, -95.14909057399994 29.71965228800008)"
6799,446411,369884,369906,48,TX,201,48201,TX,5,District: 5,UP,,,,,,,,,,,,HOUSTON,STRANG,#N\A,,,,,,2,M,Main sub network,0.09176547,0.1476825,Active,Union Pacific,66,UP,F,"LINESTRING (-95.29833750999995 29.75934523600003, -95.29792275999995 29.759136199000054, -95.29787083799994 29.759106831000043, -95.29704341199994 29.75863880800006)"
6803,447034,369727,369726,48,TX,201,48201,TX,5,District: 5,UP,,,,,,,,,,,,HOUSTON,STRANG,#N\A,,,,,,2,M,Main sub network,0.03710806,0.05971975,Active,Union Pacific,66,UP,F,"LINESTRING (-95.31255249599997 29.766199362000055, -95.31255589599994 29.765974994000036, -95.31256065799994 29.76566065800007)"
6804,447035,369728,369727,48,TX,201,48201,TX,5,District: 5,UP,,,,,,,,,,,,HOUSTON,STRANG,#N\A,,,,,,2,M,Main sub network,0.03896101,0.0627018,Active,Union Pacific,66,UP,F,"LINESTRING (-95.31255004699993 29.766765011000064, -95.31255249599997 29.766199362000055)"
6805,447037,369906,369922,48,TX,201,48201,TX,5,District: 5,UP,,,,,,,,,,,,HOUSTON,STRANG,#N\A,,,,,,2,M,Main sub network,0.16306307,0.26242509,Active,Union Pacific,66,UP,F,"LINESTRING (-95.29704341199994 29.75863880800006, -95.29660413999993 29.758390340000062, -95.29486413899996 29.75723034000004)"
6806,447038,369839,369850,48,TX,201,48201,TX,5,District: 5,UP,,,BNSF,,,,,,,,,HOUSTON,HOUSTON EAST BELT,#N\A,,,,,,2,M,Main sub network,0.10083545,0.16227925,Active,Union Pacific,66,UP,F,"LINESTRING (-95.30150261699998 29.756006687000024, -95.30064342599995 29.757257724000063, -95.30064018099993 29.75726244900003)"
6999,445829,368585,368614,48,TX,201,48201,TX,5,District: 5,UP,,,BNSF,KCS,,,,,,,,HOUSTON,EUREKA,#N\A,,,,,,1,M,Main sub network,0.57437899,0.92437523,Active,Union Pacific,66,UP,F,"LINESTRING (-95.51381366099997 29.839771959000064, -95.50640330699997 29.834499505000057)"
7000,445830,368888,368884,48,TX,201,48201,TX,5,District: 5,UP,,,,,,,,,,,,,EUREKA,,,,,,,1,M,Main sub network,0.10308736,0.16590336,Active,Union Pacific,66,UP,F,"LINESTRING (-95.43853733199995 29.783392729000074, -95.43855439299993 29.78334267800005, -95.43862897699995 29.78317486700007, -95.43864957299995 29.783128526000038, -95.43879685499995 29.782866644000023, -95.43921550999993 29.782141263000025, -95.43927269899996 29.782042176000047)"
7001,445833,369096,369115,48,TX,201,48201,TX,5,District: 5,UP,,,AMTK,BNSF,KCS,,,,,,,HOUSTON,TERMINAL-PASSENGER,#N\A,,A,Amtrak,S,STRACNET designated line,2,M,Main sub network,0.09866213,0.15878162,Active,Union Pacific,66,UP,M,"LINESTRING (-95.39081006399994 29.770751260000065, -95.39062029699993 29.77073119200004, -95.38925847599994 29.770587175000045, -95.38918011799996 29.770578888000035)"
7002,445837,369598,369644,48,TX,201,48201,TX,5,District: 5,UP,,,AMTK,BNSF,KCS,,,,,,,HOUSTON,TERMINAL,#N\A,LOCKWOOD INTERMODAL,A,Amtrak,S,STRACNET designated line,2,M,Main sub network,0.24680032,0.39718741,Active,Union Pacific,66,UP,M,"LINESTRING (-95.32802460599999 29.78247039700007, -95.32772249299995 29.782599108000042, -95.32708838499997 29.782869264000052, -95.32651733299997 29.78311255500005, -95.32514498899995 29.783697227000054, -95.32433367199997 29.78404288100006)"
7003,445838,369840,369997,48,TX,201,48201,TX,5,District: 5,UP,,,BNSF,,,,,,,,,HOUSTON,HOUSTON EAST BELT,#N\A,,,,,,2,M,Main sub network,0.5372073,0.86455307,Active,Union Pacific,66,UP,F,"LINESTRING (-95.30144328799997 29.811031324000062, -95.29860976199994 29.81002975900002, -95.29315487599996 29.808101623000017)"
7004,445845,368101,368103,48,TX,201,48201,TX,5,District: 5,BNSF,,,,,,,,,,,,RED RIVER,HOUSTON (BNSF),BELT JCT-TEAGUE,,,,,,1,M,Main sub network,0.07604067,0.12237584,Active,BNSF Railway,15,BNSF,F,"LINESTRING (-95.60869747199996 30.089588571000025, -95.60817799999995 30.088678001000062, -95.60813337599994 30.088599610000085)"
7005,445877,370541,370643,48,TX,201,48201,TX,5,District: 5,UP,,,BNSF,PTRA,,,,,,,,HOUSTON,STRANG,#N\A,,,,,,1,M,Main sub network,1.04490674,1.68161776,Active,Union Pacific,66,UP,F,"LINESTRING (-95.25147134699994 29.709031225000054, -95.25101953299998 29.70888932200006, -95.25078924399996 29.708823016000053, -95.25077247299998 29.708818186000027, -95.25060011299995 29.70876856000007, -95.25036199999995 29.708699999000025, -95.24981446299994 29.708570633000082, -95.24967495399993 29.708537671000045, -95.24957899999998 29.708515000000027, -95.24905356099997 29.70841524800005, -95.24896502299998 29.708398439000064, -95.24894244299996 29.708394153000032, -95.24886850099993 29.708380116000054, -95.24804199899994 29.70824800000003, -95.24803282099997 29.708246882000015, -95.24783281399998 29.708222515000035, -95.24779101999998 29.708217424000043, -95.24773652299994 29.708210782000027, -95.24759713499998 29.70819380200004, -95.24721239599995 29.708146929000076, -95.24644700099996 29.708085000000032, -95.24642802799995 29.708083936000037, -95.24610832699993 29.70806602900005, -95.24566899999996 29.70805599900006, -95.24517557799997 29.70805175200008, -95.24489757399994 29.708056464000038, -95.24468900099998 29.70806000000005, -95.24436286399998 29.708075425000054, -95.24380099999995 29.70810200000006, -95.24357575399993 29.70812074900003, -95.24318528599996 29.70815325300003, -95.24314677299998 29.708156459000065, -95.24304889899997 29.70816460700008, -95.24287599999997 29.708179001000083, -95.24284430199998 29.708181916000058, -95.24274855999994 29.708190721000033, -95.23948912899998 29.70849052600005, -95.23428042299996 29.70896962600006)"
